,Message ID,Message Phrases
252,253,[limited period job offer:role of a human resources director:simplest path to become a millionaire:you are shortlisted:open for all:role of a human resources director:received your profile:call us:you are shortlisted:travel reimbursement]
253,254,[get hired today:you are shortlisted:open for all:limited period job offer:travel reimbursement:role of a human resources director:travel reimbursement:role of a human resources director]
254,255,[simplest path to become a millionaire:role of a human resources director:work less and get paid more:role of a software developer:open for all:meet us:you are shortlisted:call us:received your profile:meet us]
255,256,[you are shortlisted:simplest path to become a millionaire:travel reimbursement:role of a software developer:get hired today]
256,257,[received your profile:call us:simplest path to become a millionaire:meet us]
257,258,[role of a software developer:simplest path to become a millionaire:limited period job offer:meet us:work less and get paid more:travel reimbursement:call us:simplest path to become a millionaire:travel reimbursement:meet us:limited period job offer]
258,259,[limited period job offer:role of a human resources director:you are shortlisted:call us:simplest path to become a millionaire]
259,260,[meet us:meet us:simplest path to become a millionaire:open for all]
260,261,[meet us:get hired today:work less and get paid more:call us:role of a human resources director:role of a human resources director:you are shortlisted:received your profile]
261,262,[limited period job offer:meet us:limited period job offer:get hired today:limited period job offer:meet us:call us:travel reimbursement:work less and get paid more:you are shortlisted]
262,263,[received your profile:open for all:you are shortlisted:work less and get paid more:simplest path to become a millionaire:call us:received your profile:you are shortlisted:you are shortlisted:role of a human resources director:get hired today:call us:you are shortlisted]
263,264,[travel reimbursement:received your profile:role of a human resources director:limited period job offer:work less and get paid more:limited period job offer:you are shortlisted:you are shortlisted:call us]
264,265,[you are shortlisted:role of a human resources director:received your profile:role of a human resources director]
265,266,[get hired today:work less and get paid more:meet us:you are shortlisted:work less and get paid more:received your profile:role of a software developer:received your profile:you are shortlisted:call us:meet us:role of a software developer:work less and get paid more:you are shortlisted]
266,267,[work less and get paid more:call us:get hired today:limited period job offer:you are shortlisted:you are shortlisted]
